CIP13;Designation;Product;ATC2_code;ATC2;ATC3_code;ATC3;ATC5_code;ATC5
3400921815146;Naratriptan zen 2,5mg cpr 12;Naratriptan zen;N02;Analgesiques;N02C1;Triptans antimigraineux;N02CC02;Naratriptan
3400921815894;Latanoprost bga 0,005% collyre 3;Latanoprost bga;S01;Medicaments ophtalmologiques;S01E2;Myotiques et antiglaucomateux a usage topique;S01EE01;Latanoprost
3400921818048;Irbesartan hctz act 300/12,5mg cpr 30;Irbesartan hctz act;C09;Medicaments agissant sur le systeme renine-angiotensine;C09D1;Antagonistes angiotensine ii en assoc. avec antihypertens et/ou diuret;C09DA04;Irbesartan et diuretiques
3400921818796;Irbesartan hctz act 300/12,5mg cpr 90;Irbesartan hctz act;C09;Medicaments agissant sur le systeme renine-angiotensine;C09D1;Antagonistes angiotensine ii en assoc. avec antihypertens et/ou diuret;C09DA04;Irbesartan et diuretiques
3400921824131;Pravastatine sdz 20 mg cpr 90;Pravastatine sdz;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA03;Pravastatine
3400921824360;Pravastatine sdz 40 mg cpr 90;Pravastatine sdz;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA03;Pravastatine
3400921824599;Vyndaqel 20mg caps 30;Vyndaqel;N07;Autres medicaments du systeme nerveux;N07X;Autres medicaments du snc;N07XX08;Tafamidis
3400921832174;Valsartan/hydrochlorothiazide arrow 80 mg/12.5 mg;Valsartan/hydrochlorothiazide arrow;C09;Medicaments agissant sur le systeme renine-angiotensine;C09D1;Antagonistes angiotensine ii en assoc. avec antihypertens et/ou diuret;C09DA03;Valsartan et diuretiques
3400921832815;Valsartan/hctz arw 160/25mg cpr  30;Valsartan/hctz arw;C09;Medicaments agissant sur le systeme renine-angiotensine;C09D1;Antagonistes angiotensine ii en assoc. avec antihypertens et/ou diuret;C09DA03;Valsartan et diuretiques
3400921833355;Valsartan/hctz arw 160/12,5 cpr  30;Valsartan/hctz arw;C09;Medicaments agissant sur le systeme renine-angiotensine;C09D1;Antagonistes angiotensine ii en assoc. avec antihypertens et/ou diuret;C09DA03;Valsartan et diuretiques
3400921833584;Valsartan/hydrochlorothiazide arrow 160 mg/12.5 mg;Valsartan/hydrochlorothiazide arrow;C09;Medicaments agissant sur le systeme renine-angiotensine;C09D1;Antagonistes angiotensine ii en assoc. avec antihypertens et/ou diuret;C09DA03;Valsartan et diuretiques
3400921836547;Rabeprazole zen 10mg cpr 14;Rabeprazole zen;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC04;Rabeprazole
3400921836776;Rabeprazole zen 10mg cpr 28;Rabeprazole zen;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC04;Rabeprazole
3400921837896;Rabeprazole zen 20mg cpr 14;Rabeprazole zen;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC04;Rabeprazole
3400921838329;Rabeprazole zen 20mg cpr 28;Rabeprazole zen;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC04;Rabeprazole
3400921839968;Candesartan zyd 16mg cpr 30;Candesartan zyd;C09;Medicaments agissant sur le systeme renine-angiotensine;C09C;Antagonistes de l'angiotensine ii non associes;C09CA06;Candesartan
3400921843750;Mirtazapine arg 15mg cpr 30;Mirtazapine arg;N06;Psychoanaleptiques;N06A9;Autres antidepresseurs;N06AX11;Mirtazapine
3400921845761;Pravastatine myl 10mg cpr 28;Pravastatine myl;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA03;Pravastatine
3400921846133;Pravastatine myl 20mg cpr 28;Pravastatine myl;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA03;Pravastatine
3400921846423;Pravastatine myl 20mg cpr 84;Pravastatine myl;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA03;Pravastatine
3400921846652;Pravastatine myl 40mg cpr 28;Pravastatine myl;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA03;Pravastatine
3400921846881;Pravastatine myl 40mg cpr 84;Pravastatine myl;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA03;Pravastatine
3400921847543;Rabeprazole arg 10mg cpr 14;Rabeprazole arg;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC04;Rabeprazole
3400921848083;Rabeprazole arg 10mg cpr 28;Rabeprazole arg;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC04;Rabeprazole
3400921849844;Rabeprazole arg 20mg cpr 14;Rabeprazole arg;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC04;Rabeprazole
3400921850215;Rabeprazole arg 20mg cpr 28;Rabeprazole arg;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC04;Rabeprazole
3400921851335;Rabeprazole arg 20mg cpr 28;Rabeprazole arg;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC04;Rabeprazole
3400921852165;Rabeprazole zyd 10mg cpr 14;Rabeprazole zyd;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC04;Rabeprazole
3400921852516;Rabeprazole zyd 10mg cpr 28;Rabeprazole zyd;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC04;Rabeprazole
3400921854466;Rabeprazole zyd 20mg cpr 14;Rabeprazole zyd;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC04;Rabeprazole
3400921854817;Rabeprazole zyd 20mg cpr 28;Rabeprazole zyd;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC04;Rabeprazole
3400921856538;Breakyl 200mcg film orodisp 28;Breakyl;N02;Analgesiques;N02A;Narcotiques;N02AB03;Fentanyl
3400921856828;Breakyl 400mcg film orodisp 10;Breakyl;N02;Analgesiques;N02A;Narcotiques;N02AB03;Fentanyl
3400921856996;Breakyl 400mcg film orodisp 28;Breakyl;N02;Analgesiques;N02A;Narcotiques;N02AB03;Fentanyl
3400921858259;Atorvastatine acc 10mg cpr 30;Atorvastatine acc;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA05;Atorvastatine
3400921858778;Atorvastatine acc 20mg cpr 30;Atorvastatine acc;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA05;Atorvastatine
3400921859379;Atorvastatine acc 40mg cpr 30;Atorvastatine acc;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA05;Atorvastatine
3400921860559;Atorvastatine acc 80mg cpr 30;Atorvastatine acc;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA05;Atorvastatine
3400921861099;Montelukast tvc 4mg gle sach 28;Montelukast tvc;R03;Medicaments pour les syndromes obstructifs des voies aeriennes;R03J2;Antiasthmatiques antagonistes des leucotrienes, systemiques;R03DC03;Montelukast
3400921865462;Irbesartan myl 75mg cpr pell 30;Irbesartan myl;C09;Medicaments agissant sur le systeme renine-angiotensine;C09C;Antagonistes de l'angiotensine ii non associes;C09CA04;Irbesartan
3400921866063;Irbesartan myl 75mg cpr pell 90;Irbesartan myl;C09;Medicaments agissant sur le systeme renine-angiotensine;C09C;Antagonistes de l'angiotensine ii non associes;C09CA04;Irbesartan
3400921866643;Irbesartan myl 150mg cpr 30;Irbesartan myl;C09;Medicaments agissant sur le systeme renine-angiotensine;C09C;Antagonistes de l'angiotensine ii non associes;C09CA04;Irbesartan
3400921867244;Irbesartan myl 150mg cpr 90;Irbesartan myl;C09;Medicaments agissant sur le systeme renine-angiotensine;C09C;Antagonistes de l'angiotensine ii non associes;C09CA04;Irbesartan
3400921867992;Irbesartan myl 300mg cpr 30;Irbesartan myl;C09;Medicaments agissant sur le systeme renine-angiotensine;C09C;Antagonistes de l'angiotensine ii non associes;C09CA04;Irbesartan
3400921868654;Irbesartan myl 300mg cpr 90;Irbesartan myl;C09;Medicaments agissant sur le systeme renine-angiotensine;C09C;Antagonistes de l'angiotensine ii non associes;C09CA04;Irbesartan
3400921871845;Losartan hctz arl 50/12,5mg cpr 30;Losartan hctz arl;C09;Medicaments agissant sur le systeme renine-angiotensine;C09D1;Antagonistes angiotensine ii en assoc. avec antihypertens et/ou diuret;C09DA01;Losartan et diuretiques
3400921872217;Losartan hctz arl 50/12,5mg cpr 90;Losartan hctz arl;C09;Medicaments agissant sur le systeme renine-angiotensine;C09D1;Antagonistes angiotensine ii en assoc. avec antihypertens et/ou diuret;C09DA01;Losartan et diuretiques
3400921872965;Losartan hctz arl 100/12,5mg cpr 30;Losartan hctz arl;C09;Medicaments agissant sur le systeme renine-angiotensine;C09D1;Antagonistes angiotensine ii en assoc. avec antihypertens et/ou diuret;C09DA01;Losartan et diuretiques
3400921873337;Losartan hctz arl 100/12,5mg cpr 90;Losartan hctz arl;C09;Medicaments agissant sur le systeme renine-angiotensine;C09D1;Antagonistes angiotensine ii en assoc. avec antihypertens et/ou diuret;C09DA01;Losartan et diuretiques
3400921873856;Losartan hctz arl 100/25 mg cpr 30;Losartan hctz arl;C09;Medicaments agissant sur le systeme renine-angiotensine;C09D1;Antagonistes angiotensine ii en assoc. avec antihypertens et/ou diuret;C09DA01;Losartan et diuretiques
3400921874396;Losartan hctz arl 100/25 mg cpr 90;Losartan hctz arl;C09;Medicaments agissant sur le systeme renine-angiotensine;C09D1;Antagonistes angiotensine ii en assoc. avec antihypertens et/ou diuret;C09DA01;Losartan et diuretiques
3400921879599;Morphine chl ren 1000 mg inj 1;Morphine chl ren;N02;Analgesiques;N02A;Narcotiques;N02AA01;Morphine
3400921879711;Morphine chl ren 2000 mg inj 100ml p 1;Morphine chl ren;N02;Analgesiques;N02A;Narcotiques;N02AA01;Morphine
3400921897579;Doxycycline sdz 100mg cpr 30;Doxycycline sdz;J01;Antibacteriens a usage systemique;J01A;Tetracyclines et associations;J01AA02;Doxycycline
3400921898989;Viramune 400mg cpr lp 30;Viramune;J05;Antiviraux a usage systemique;J05C3;Inhibiteurs de la transcriptase reverse non nucleosidiques;J05AG01;Nevirapine
3400921900972;Cefpodoxime arg enf/nr40mg/5ml 100ml 1;Cefpodoxime arg enf/nr;J01;Antibacteriens a usage systemique;J01D1;Cephalosporines orales;J01DD13;Cefpodoxime
3400921906257;Cholurso 250mg cpr 60;Cholurso;A05;Therapeutique hepatique et biliaire;A05A2;Therapeutique des calculs biliaires;A05AA02;Ursodesoxycholique acide
3400921906608;Cholurso 500mg cpr 60;Cholurso;A05;Therapeutique hepatique et biliaire;A05A2;Therapeutique des calculs biliaires;A05AA02;Ursodesoxycholique acide
3400921907209;Pravastatine eg 20mg cpr 28;Pravastatine eg;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA03;Pravastatine
3400921907377;Pravastatine eg 20mg cpr 84;Pravastatine eg;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA03;Pravastatine
3400921907667;Pravastatine eg 40mg cpr 28;Pravastatine eg;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA03;Pravastatine
3400921907728;Pravastatine eg 40mg cpr 84;Pravastatine eg;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA03;Pravastatine
3400921911978;Telmisartan myl 40mg cpr 30;Telmisartan myl;C09;Medicaments agissant sur le systeme renine-angiotensine;C09C;Antagonistes de l'angiotensine ii non associes;C09CA07;Telmisartan
3400921912289;Telmisartan myl 40mg cpr 90;Telmisartan myl;C09;Medicaments agissant sur le systeme renine-angiotensine;C09C;Antagonistes de l'angiotensine ii non associes;C09CA07;Telmisartan
3400921913521;Telmisartan myl 80mg cpr 30;Telmisartan myl;C09;Medicaments agissant sur le systeme renine-angiotensine;C09C;Antagonistes de l'angiotensine ii non associes;C09CA07;Telmisartan
3400921913989;Telmisartan myl 80mg cpr 90;Telmisartan myl;C09;Medicaments agissant sur le systeme renine-angiotensine;C09C;Antagonistes de l'angiotensine ii non associes;C09CA07;Telmisartan
3400921919783;Pravastatine bga 10mg cpr 28;Pravastatine bga;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA03;Pravastatine
3400921920154;Pravastatine bga 20mg cpr 28;Pravastatine bga;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA03;Pravastatine
3400921920383;Pravastatine bga 20mg cpr 84;Pravastatine bga;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA03;Pravastatine
3400921920505;Pravastatine bga 40mg cpr 28;Pravastatine bga;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA03;Pravastatine
3400921920734;Pravastatine bga 40mg cpr 84;Pravastatine bga;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA03;Pravastatine
3400921921045;Pravastatine evo 10mg cpr 28;Pravastatine evo;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA03;Pravastatine
3400921921564;Pravastatine evo 20mg cpr 28;Pravastatine evo;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA03;Pravastatine
3400921921793;Pravastatine evo 20mg cpr 84;Pravastatine evo;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA03;Pravastatine
3400921921915;Pravastatine evo 40mg cpr 28;Pravastatine evo;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA03;Pravastatine
3400921922226;Pravastatine evo 40mg cpr 84;Pravastatine evo;C10;Agents modifiant les lipides;C10A1;Statines (inhibiteurs de la hmg-coa reductase);C10AA03;Pravastatine
3400921922516;Xarelto 15 mg cpr 14;Xarelto;B01;Antithrombotiques;B01F;Inhibiteurs directs du facteur xa;B01AF01;Rivaroxaban
3400921922684;Xarelto 15 mg cpr 28;Xarelto;B01;Antithrombotiques;B01F;Inhibiteurs directs du facteur xa;B01AF01;Rivaroxaban
3400921922745;Xarelto 15 mg cpr 42;Xarelto;B01;Antithrombotiques;B01F;Inhibiteurs directs du facteur xa;B01AF01;Rivaroxaban
3400921922974;Xarelto 20 mg cpr 14;Xarelto;B01;Antithrombotiques;B01F;Inhibiteurs directs du facteur xa;B01AF01;Rivaroxaban
3400921923056;Xarelto 20 mg cpr 28;Xarelto;B01;Antithrombotiques;B01F;Inhibiteurs directs du facteur xa;B01AF01;Rivaroxaban
3400921923285;Levetiracetam act 250 mg cpr 60;Levetiracetam act;N03;Antiepileptiques;N03A;Antiepileptique;N03AX14;Levetiracetam
3400921923346;Levetiracetam act 500 mg cpr 60;Levetiracetam act;N03;Antiepileptiques;N03A;Antiepileptique;N03AX14;Levetiracetam
3400921924527;Telmisartan eg 40mg cpr 30;Telmisartan eg;C09;Medicaments agissant sur le systeme renine-angiotensine;C09C;Antagonistes de l'angiotensine ii non associes;C09CA07;Telmisartan
3400921924695;Telmisartan eg 40mg cpr 90;Telmisartan eg;C09;Medicaments agissant sur le systeme renine-angiotensine;C09C;Antagonistes de l'angiotensine ii non associes;C09CA07;Telmisartan
3400921924756;Telmisartan eg 80mg cpr 30;Telmisartan eg;C09;Medicaments agissant sur le systeme renine-angiotensine;C09C;Antagonistes de l'angiotensine ii non associes;C09CA07;Telmisartan
3400921924817;Telmisartan eg 80mg cpr 90;Telmisartan eg;C09;Medicaments agissant sur le systeme renine-angiotensine;C09C;Antagonistes de l'angiotensine ii non associes;C09CA07;Telmisartan
3400921925647;Levetiracetam sdz 250mg cpr 60;Levetiracetam sdz;N03;Antiepileptiques;N03A;Antiepileptique;N03AX14;Levetiracetam
3400921926767;Levetiracetam sdz 500mg cpr 60;Levetiracetam sdz;N03;Antiepileptiques;N03A;Antiepileptique;N03AX14;Levetiracetam
3400921927719;Levetiracetam sdz 1000mg cpr 60;Levetiracetam sdz;N03;Antiepileptiques;N03A;Antiepileptique;N03AX14;Levetiracetam
3400921928198;Esomeprazole phr 20mg gelule  7;Esomeprazole phr;A02;Medicaments pour les troubles de l'acidite;A02B2;Inhibiteurs de la pompe a protons;A02BC05;Esomeprazole
3400921931211;Delursan 500mg cpr pel 60;Delursan;A05;Therapeutique hepatique et biliaire;A05A2;Therapeutique des calculs biliaires;A05AA02;Ursodesoxycholique acide
3400921937534;Latanoprost sdz 0,005% collyre 1;Latanoprost sdz;S01;Medicaments ophtalmologiques;S01E2;Myotiques et antiglaucomateux a usage topique;S01EE01;Latanoprost
3400921937763;Latanoprost sdz 0,005% collyre 3;Latanoprost sdz;S01;Medicaments ophtalmologiques;S01E2;Myotiques et antiglaucomateux a usage topique;S01EE01;Latanoprost
3400921938074;Losartan hctz zyd 100/25mg cpr 30;Losartan hctz zyd;C09;Medicaments agissant sur le systeme renine-angiotensine;C09D1;Antagonistes angiotensine ii en assoc. avec antihypertens et/ou diuret;C09DA01;Losartan et diuretiques
3400921938364;Losartan hctz zyd 100/25mg cpr 90;Losartan hctz zyd;C09;Medicaments agissant sur le systeme renine-angiotensine;C09D1;Antagonistes angiotensine ii en assoc. avec antihypertens et/ou diuret;C09DA01;Losartan et diuretiques
3400921938593;Losartan hctz zyd 50/12,5mg cpr 30;Losartan hctz zyd;C09;Medicaments agissant sur le systeme renine-angiotensine;C09D1;Antagonistes angiotensine ii en assoc. avec antihypertens et/ou diuret;C09DA01;Losartan et diuretiques
3400921938715;Losartan hctz zyd 50/12,5mg cpr 90;Losartan hctz zyd;C09;Medicaments agissant sur le systeme renine-angiotensine;C09D1;Antagonistes angiotensine ii en assoc. avec antihypertens et/ou diuret;C09DA01;Losartan et diuretiques
3400921939255;Levetiracetam sdz 100mg/ml sol buv 1;Levetiracetam sdz;N03;Antiepileptiques;N03A;Antiepileptique;N03AX14;Levetiracetam
3400921939545;Fampyra 10mg lp cpr 28;Fampyra;N07;Autres medicaments du systeme nerveux;N07X;Autres medicaments du snc;N07XX07;Fampridine
3400921939606;Fampyra 10mg lp cpr 56;Fampyra;N07;Autres medicaments du systeme nerveux;N07X;Autres medicaments du snc;N07XX07;Fampridine
3400921940206;Risedronate alt 35mg cpr 4;Risedronate alt;M05;Medicaments pour le traitement des desordres osseux;M05B3;Diphosphonates pour l'osteoporose et les troubles associes;M05BA07;Risedronique acide
3400921940435;Risedronate alt 35mg cpr 12;Risedronate alt;M05;Medicaments pour le traitement des desordres osseux;M05B3;Diphosphonates pour l'osteoporose et les troubles associes;M05BA07;Risedronique acide
3400921941784;Paracetamol tvc 500mg gelule 16;Paracetamol tvc;N02;Analgesiques;N02B;Non narcotiques et antipyretiques;N02BE01;Paracetamol
3400921942156;Paracetamol crt 500mg gelule 16;Paracetamol crt;N02;Analgesiques;N02B;Non narcotiques et antipyretiques;N02BE01;Paracetamol
3400921943856;Losartan hctz eg 100/12,5mg cpr 30;Losartan hctz eg;C09;Medicaments agissant sur le systeme renine-angiotensine;C09D1;Antagonistes angiotensine ii en assoc. avec antihypertens et/ou diuret;C09DA01;Losartan et diuretiques
3400921944167;Losartan hctz eg 100/12,5mg cpr 90;Losartan hctz eg;C09;Medicaments agissant sur le systeme renine-angiotensine;C09D1;Antagonistes angiotensine ii en assoc. avec antihypertens et/ou diuret;C09DA01;Losartan et diuretiques
3400921944747;Rivastigmine bga 3 mg gelule 56;Rivastigmine bga;N06;Psychoanaleptiques;N07D1;Inhibiteurs de choliesterases contre la maladie d'alzheimer;N06DA03;Rivastigmine
